id_beneficiaire;region;zone;genre;activite_principale;montant_pret_fcfa;revenu_avant_fcfa;revenu_apres_fcfa;variation_revenu_pct;taux_remboursement_pct;defaut_flag;score_risque;profil_accompagnement;action_terrain
BEN-0143;Vallee du Bandama;Semi-urbain;Femme;Artisanat;305000;342500.0;331800;-3.1;100.0;0;42.1;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0144;Vallee du Bandama;Semi-urbain;Femme;Commerce;296000;130500.0;201300;54.3;80.2;1;55.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0145;Belier;Rural;Femme;Artisanat;532000;137600.0;163200;18.6;74.5;0;68.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0146;Vallee du Bandama;Semi-urbain;Homme;Commerce;262000;196000.0;288500;47.2;96.6;0;38.1;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0147;Zanzan;Semi-urbain;Homme;Commerce;401000;254500.0;325200;27.8;83.6;1;50.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0148;Zanzan;Rural;Homme;Elevage;182000;123100.0;145500;18.2;91.6;1;46.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0149;Marahoue;Rural;Femme;Agriculture;897000;236900.0;297200;25.5;100.0;1;59.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0150;Vallee du Bandama;Semi-urbain;Homme;Agriculture;76000;201300.0;275900;37.1;100.0;0;27.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0151;Belier;Rural;Femme;Commerce;376000;119100.0;127300;6.9;74.5;0;34.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0152;Belier;Semi-urbain;Homme;Commerce;768000;89600.0;84300;-5.9;71.3;1;52.3;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0153;Vallee du Bandama;Semi-urbain;Homme;Agriculture;206000;279100.0;224300;-19.6;100.0;1;45.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0154;Vallee du Bandama;Semi-urbain;Homme;Commerce;490000;150400.0;189000;25.7;86.9;1;53.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0155;Marahoue;Rural;Homme;Services;491000;153600.0;169000;10.0;100.0;0;61.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0156;Vallee du Bandama;Semi-urbain;Homme;Elevage;555000;143500.0;174500;21.6;96.5;1;48.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0157;Vallee du Bandama;Semi-urbain;Femme;Commerce;30000;115500.0;161000;39.4;79.3;0;39.2;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0158;Marahoue;Urbain;Homme;Agriculture;78000;102100.0;70500;-31.0;98.3;0;33.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0159;Marahoue;Rural;Femme;Commerce;293000;163400.0;175100;53.3;67.8;0;30.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0160;Zanzan;Rural;Femme;Elevage;389000;226900.0;150000;-33.9;92.7;0;51.2;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0161;Belier;Semi-urbain;Homme;Elevage;239000;107300.0;149100;39.0;95.6;1;47.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0162;Zanzan;Semi-urbain;Femme;Commerce;216000;121000.0;189300;56.4;85.3;1;43.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0163;Zanzan;Semi-urbain;Femme;Agriculture;252000;86600.0;123000;42.0;89.5;1;30.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0164;Marahoue;Urbain;Femme;Commerce;626000;194500.0;240200;23.5;100.0;1;28.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0165;Belier;Semi-urbain;Homme;Commerce;356000;161600.0;145000;-10.3;100.0;0;49.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0166;Marahoue;Rural;Femme;Commerce;494000;139900.0;176300;26.0;96.4;0;50.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0167;Zanzan;Rural;Femme;Agriculture;586000;110600.0;148700;34.4;55.1;1;42.6;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0168;Marahoue;Urbain;Femme;Agriculture;262000;114100.0;163800;43.6;78.6;1;20.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0169;Vallee du Bandama;Urbain;Femme;Commerce;181000;219900.0;209200;-4.9;100.0;0;48.3;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0170;Marahoue;Rural;Femme;Artisanat;167000;152700.0;157100;2.9;100.0;1;35.6;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0171;Zanzan;Rural;Femme;Artisanat;223000;128000.0;179500;40.2;89.4;1;50.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0172;Vallee du Bandama;Rural;Femme;Transformation;540000;323700.0;407600;25.9;68.7;1;77.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0173;Zanzan;Semi-urbain;Femme;Commerce;150000;33600.0;49200;46.4;100.0;0;43.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0174;Zanzan;Rural;Homme;Commerce;614000;163400.0;205900;37.7;73.1;1;45.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0175;Belier;Semi-urbain;Femme;Services;1364000;346200.0;379100;9.5;100.0;1;78.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0176;Cavally;Semi-urbain;Homme;Commerce;249000;217300.0;268700;23.7;86.2;0;45.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0177;Vallee du Bandama;Rural;Femme;Elevage;168000;118200.0;172000;45.5;79.8;1;39.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0178;Marahoue;Urbain;Femme;Agriculture;183000;141800.0;212600;49.9;89.1;0;36.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0179;Marahoue;Semi-urbain;Homme;Elevage;610000;92400.0;121000;31.0;82.4;1;53.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0180;Cavally;Semi-urbain;Homme;Commerce;464000;167000.0;232200;39.0;100.0;0;60.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0181;Belier;Urbain;Homme;Commerce;751000;496000.0;711900;43.5;100.0;1;58.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0182;Belier;Rural;Homme;Agriculture;172000;135200.0;189200;39.9;91.4;1;37.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0183;Marahoue;Semi-urbain;Femme;Agriculture;419000;131200.0;124500;-5.1;83.9;0;49.4;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0184;Vallee du Bandama;Urbain;Homme;Transformation;289000;154400.0;256100;65.9;100.0;0;43.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0185;Belier;Semi-urbain;Femme;Commerce;276000;81400.0;81200;-0.2;97.9;0;41.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0186;Zanzan;Urbain;Homme;Commerce;90000;340300.0;349100;2.6;86.1;1;56.2;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0187;Cavally;Rural;Femme;Artisanat;334000;83500.0;85600;2.5;76.7;0;56.8;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0188;Cavally;Semi-urbain;Femme;Services;376000;485900.0;586100;20.6;100.0;0;47.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0189;Cavally;Rural;Femme;Commerce;309000;67700.0;77900;15.1;90.2;1;33.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0190;Vallee du Bandama;Rural;Femme;Commerce;1185000;73900.0;55100;-25.4;83.5;0;72.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0191;Zanzan;Urbain;Homme;Commerce;554000;193600.0;222100;14.7;70.7;1;48.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0192;Marahoue;Rural;Femme;Agriculture;302000;213000.0;311300;46.2;100.0;1;35.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0193;Zanzan;Urbain;Homme;Agriculture;232000;137550.0;211600;30.2;96.7;0;22.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0194;Vallee du Bandama;Urbain;Femme;Artisanat;514000;203200.0;258000;27.0;98.5;1;56.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0195;Belier;Urbain;Femme;Artisanat;453000;202300.0;309400;52.9;93.1;0;36.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0196;Vallee du Bandama;Urbain;Femme;Services;437000;174800.0;187800;7.4;100.0;0;55.8;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0197;Belier;Semi-urbain;Femme;Elevage;112000;96600.0;124000;28.4;70.4;1;44.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0198;Marahoue;Rural;Homme;Agriculture;160000;278100.0;468700;68.5;98.2;1;46.0;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0199;Belier;Rural;Homme;Services;352000;170700.0;232500;36.2;93.8;0;35.1;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0200;Zanzan;Semi-urbain;Femme;Services;647000;79000.0;90900;15.1;100.0;0;37.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0201;Marahoue;Urbain;Femme;Agriculture;180000;144600.0;195800;35.4;96.4;0;36.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0202;Cavally;Urbain;Femme;Commerce;300000;238400.0;322000;35.1;95.7;1;43.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0203;Zanzan;Semi-urbain;Femme;Services;113000;97500.0;108200;11.0;63.7;0;46.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0204;Vallee du Bandama;Semi-urbain;Femme;Commerce;155000;89800.0;111500;24.2;87.6;0;43.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0205;Cavally;Rural;Femme;Artisanat;555000;257100.0;325200;26.5;100.0;1;58.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0206;Belier;Urbain;Femme;Agriculture;280000;354800.0;607900;71.3;93.9;0;36.6;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0207;Cavally;Urbain;Femme;Artisanat;355000;263600.0;353600;34.1;100.0;1;52.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0208;Zanzan;Semi-urbain;Femme;Commerce;272000;125900.0;128700;2.2;100.0;1;46.3;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0209;Vallee du Bandama;Rural;Femme;Artisanat;616000;145400.0;156300;15.5;90.8;1;60.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0210;Marahoue;Rural;Homme;Commerce;232000;244300.0;205900;-15.7;90.9;0;36.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0211;Vallee du Bandama;Rural;Femme;Agriculture;407000;100900.0;105500;4.6;74.9;0;48.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0212;Zanzan;Urbain;Femme;Artisanat;482000;112700.0;154300;36.9;94.6;1;56.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0213;Zanzan;Urbain;Homme;Agriculture;187000;473300.0;619700;30.9;89.4;1;49.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0214;Zanzan;Rural;Homme;Artisanat;445000;105400.0;123300;17.0;78.0;1;64.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0215;Belier;Urbain;Femme;Elevage;114000;160800.0;153200;-4.7;81.3;1;37.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0216;Marahoue;Rural;Femme;Elevage;709000;113400.0;115400;1.8;59.3;0;48.0;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0217;Zanzan;Rural;Femme;Services;733000;148400.0;149000;0.4;88.3;1;52.3;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0218;Cavally;Semi-urbain;Femme;Transformation;167000;126300.0;173100;37.1;96.9;0;38.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0219;Vallee du Bandama;Rural;Femme;Commerce;159000;302700.0;250100;-17.4;86.2;1;56.0;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0220;Marahoue;Urbain;Femme;Elevage;245000;107100.0;146200;36.5;74.0;0;30.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0221;Zanzan;Rural;Femme;Services;349000;133200.0;189100;42.0;100.0;1;47.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0222;Belier;Rural;Femme;Agriculture;343000;169300.0;185200;9.4;90.9;0;50.8;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0223;Zanzan;Rural;Homme;Artisanat;318000;101000.0;101400;0.4;80.8;0;49.1;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0224;Vallee du Bandama;Urbain;Femme;Services;277000;282300.0;348600;23.5;100.0;0;47.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0225;Cavally;Semi-urbain;Femme;Commerce;167000;80400.0;133300;65.8;88.5;0;47.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0226;Cavally;Urbain;Femme;Commerce;410000;320700.0;481300;50.1;99.4;1;54.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0227;Belier;Urbain;Femme;Commerce;321000;202000.0;338200;67.4;78.5;1;52.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0228;Belier;Rural;Homme;Agriculture;704000;75900.0;105200;38.6;52.9;1;55.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0229;Belier;Rural;Femme;Agriculture;583000;228600.0;186300;-18.5;68.6;1;40.7;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0230;Marahoue;Urbain;Femme;Transformation;126000;183800.0;272300;48.2;100.0;0;35.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0231;Vallee du Bandama;Urbain;Femme;Artisanat;352000;185400.0;257800;39.1;100.0;0;43.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0232;Zanzan;Urbain;Femme;Commerce;242000;369400.0;421600;14.1;88.1;1;60.4;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0233;Marahoue;Rural;Homme;Commerce;89000;80300.0;78800;-1.9;100.0;1;40.7;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0234;Vallee du Bandama;Semi-urbain;Femme;Elevage;501000;130100.0;146700;12.8;100.0;0;31.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0235;Marahoue;Urbain;Homme;Artisanat;487000;110400.0;128800;16.7;75.5;0;54.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0236;Marahoue;Rural;Femme;Commerce;632000;58000.0;66700;15.0;94.9;0;48.2;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0237;Zanzan;Urbain;Femme;Transformation;309000;270000.0;298800;10.7;83.6;0;60.7;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0238;Zanzan;Urbain;Femme;Elevage;90000;74000.0;86300;16.6;100.0;0;26.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0239;Cavally;Rural;Homme;Artisanat;514000;163500.0;154300;-5.6;91.6;1;29.8;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0240;Belier;Rural;Femme;Agriculture;443000;30400.0;30100;-1.0;82.6;0;42.5;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0241;Cavally;Semi-urbain;Femme;Services;530000;206700.0;228100;10.4;69.9;1;69.8;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0242;Belier;Rural;Femme;Agriculture;85000;69800.0;67800;-2.9;93.4;1;46.7;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0243;Marahoue;Rural;Homme;Agriculture;339000;87000.0;97000;11.5;90.8;1;57.6;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0244;Belier;Semi-urbain;Homme;Artisanat;329000;271100.0;260400;-3.9;73.4;1;64.5;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0245;Zanzan;Rural;Femme;Services;701000;200000.0;256400;28.2;80.1;0;42.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0246;Belier;Urbain;Homme;Artisanat;254000;206800.0;281100;35.9;100.0;1;49.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0247;Zanzan;Rural;Femme;Services;307000;73600.0;80400;9.2;100.0;0;29.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0248;Vallee du Bandama;Urbain;Femme;Commerce;1423000;183500.0;200100;9.0;81.2;1;71.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0249;Zanzan;Urbain;Homme;Transformation;585000;284100.0;332300;17.0;60.0;1;52.1;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0250;Belier;Semi-urbain;Homme;Artisanat;332000;72500.0;90200;24.4;92.2;1;39.6;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0251;Vallee du Bandama;Urbain;Femme;Agriculture;573000;222500.0;334500;50.3;84.4;1;57.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0252;Vallee du Bandama;Semi-urbain;Femme;Commerce;350000;192500.0;272800;41.7;100.0;0;58.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0253;Cavally;Semi-urbain;Femme;Agriculture;413000;137550.0;538600;38.0;100.0;0;35.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0254;Marahoue;Semi-urbain;Homme;Services;276000;98000.0;135500;38.3;87.8;0;63.0;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0255;Zanzan;Urbain;Homme;Agriculture;92000;180400.0;270700;50.1;100.0;0;46.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0256;Cavally;Rural;Homme;Artisanat;658000;150600.0;204100;35.5;63.7;0;67.1;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0257;Vallee du Bandama;Semi-urbain;Femme;Commerce;364000;69300.0;98500;42.1;96.3;0;47.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0258;Belier;Rural;Homme;Services;173000;106000.0;93600;-11.7;91.5;1;41.4;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0259;Marahoue;Rural;Femme;Commerce;285000;136200.0;107100;-21.4;100.0;1;56.1;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0260;Belier;Semi-urbain;Femme;Commerce;401000;139000.0;130000;-6.5;86.2;0;22.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0261;Zanzan;Urbain;Femme;Elevage;372000;147100.0;238800;62.3;100.0;0;42.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0262;Cavally;Semi-urbain;Homme;Artisanat;404000;247800.0;316600;27.8;79.6;1;32.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0263;Marahoue;Rural;Femme;Commerce;384000;196900.0;268000;36.1;89.3;0;59.9;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0264;Marahoue;Urbain;Femme;Agriculture;143000;84900.0;126400;48.9;95.3;0;38.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0265;Marahoue;Urbain;Femme;Elevage;296000;132400.0;145800;10.1;72.6;0;49.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0266;Marahoue;Rural;Femme;Agriculture;371000;409500.0;573400;40.0;73.1;1;63.2;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0267;Zanzan;Urbain;Homme;Agriculture;425000;240100.0;307500;28.1;91.0;1;57.7;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0268;Marahoue;Urbain;Homme;Artisanat;126000;152700.0;172800;13.2;89.7;0;24.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0269;Marahoue;Urbain;Femme;Agriculture;220000;137600.0;192400;39.8;92.0;1;26.9;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0270;Vallee du Bandama;Urbain;Femme;Commerce;208000;103900.0;139600;34.4;76.7;0;40.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0271;Zanzan;Semi-urbain;Homme;Commerce;148000;250300.0;285900;14.2;85.7;1;59.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0272;Marahoue;Rural;Homme;Services;402000;215900.0;243700;12.9;93.9;0;58.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0273;Marahoue;Semi-urbain;Femme;Elevage;694000;139200.0;152500;9.6;81.1;0;58.3;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0274;Zanzan;Rural;Femme;Transformation;328000;148600.0;224900;51.3;70.4;1;69.3;ALERTE : Tutorat obligatoire (Risque élevé);URGENT : Visite de contrôle sous 48h
BEN-0275;Vallee du Bandama;Rural;Homme;Agriculture;559000;246300.0;276700;12.3;45.9;1;59.3;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0276;Vallee du Bandama;Semi-urbain;Homme;Artisanat;487000;109100.0;142800;30.9;76.7;0;25.3;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0277;Cavally;Semi-urbain;Femme;Artisanat;276000;177500.0;230200;29.7;78.3;0;53.8;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0278;Vallee du Bandama;Rural;Homme;Agriculture;63000;137550.0;154800;8.7;74.8;0;53.7;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0279;Zanzan;Rural;Femme;Agriculture;287000;203800.0;365100;79.1;96.0;0;25.5;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0280;Zanzan;Semi-urbain;Femme;Commerce;425000;51800.0;81200;56.8;49.0;1;32.4;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0281;Cavally;Semi-urbain;Femme;Elevage;230000;212100.0;232800;9.8;87.1;1;41.9;VULNÉRABLE : Renforcement capacités (Faible impact);FORMATION : Inscription module gestion
BEN-0282;Marahoue;Rural;Homme;Artisanat;187000;184700.0;186100;0.8;100.0;0;39.1;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0283;Vallee du Bandama;Semi-urbain;Femme;Commerce;212000;132000.0;163300;23.7;98.6;1;25.0;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0284;Belier;Urbain;Femme;Agriculture;87000;162400.0;211000;29.9;100.0;0;45.4;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
BEN-0285;Vallee du Bandama;Rural;Homme;Commerce;161000;70700.0;106900;51.2;100.0;0;33.7;STABLE : Profil Ambassadeur (Prêt relais recommandé);FIDÉLISATION : Proposer extension de prêt
BEN-0286;Marahoue;Urbain;Femme;Commerce;580000;159400.0;244600;53.5;74.4;1;44.5;SUIVI : Coaching gestion (Bon impact mais risqué);SUIVI : Coaching mensuel
